lfdn;v_300;v_23;v_3;v_1;v_2;v_4;v_5;v_6;v_7;v_8;v_9;v_10;v_11;v_12;v_13;v_14;v_15;v_16;v_17;v_18;v_19;v_20;v_21;v_22;v_24;v_25;v_26;v_27;v_28;v_29;v_34;v_35;v_36;v_37;v_38;v_39;v_40;v_41;v_42;v_43;v_44;v_47;v_45;v_46;v_51;v_52;v_59;v_60;v_61;v_62;v_63;v_64;v_65;v_66;v_67;v_76;v_73;v_79;v_68;v_70;v_71;v_74;v_78;v_77;v_75;v_69;v_72;v_80;v_81;v_87;v_92;v_88;v_91;v_83;v_93;v_89;v_94;v_90;v_84;v_86;v_82;v_85;v_95;v_96;v_97;v_98;v_99;v_100;v_101;v_102;v_303;v_103;v_104;v_105;v_343;v_344;v_345;v_346;v_347;v_348;v_349;v_350;v_351;v_110;v_108;v_106;v_109;v_107;v_111;v_112;v_113;v_158;v_159;v_160;v_161;v_162;v_163;v_164;v_165;v_166;v_167;v_168;v_170;v_171;v_169;v_172;v_173;v_174;v_175;v_176;v_177;v_178;v_179;v_180;v_181;v_182;v_183;v_184;v_185;v_186;v_187;v_188;v_189;v_190;v_191;v_192;v_193;v_246;v_248;v_250;v_252;v_254;v_277;v_278;v_279;v_280;v_281;v_282;v_283;v_284;v_285;v_286;v_194;v_297
1763;English;Sweden;100-200;Automotive;NotAnswered;Software-intensive embedded systems;NotAnswered;quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;Yes;Scrum Master;NotAnswered;3;no;Sub-contractor (responsible for part of a larger development project);NotAnswered;Rather agile;Very good;NotShown;Transparency, mutual prestige less professionalism and  relevant competence.;not quoted;not quoted;quoted;Requirements are usually elicited by project managers.;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;NotAnswered;Project Lead / Project Manager;NotAnswered;We document high-level requirements at beginning of the project and refine them to detailed requirements when needed (for instance, we document epics and refine them to user stories for the sprints).;NotAnswered;quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;We work with change requests and continuously update our requirements specification accordingly also after formally accepted.;NotAnswered;Neither dissatisfied nor satisfied;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;Neutral;Neutral;Rather applies;Rather applies;Rather applies;Neutral;Neutral;Rather applies;Neutral;Neutral;Rather applies;Neutral;Neutral;Neutral;Neutral;Rather applies;Neutral;Neutral;Neutral;Neutral;Gold plating (implementation of features without corresponding requirements);Incomplete or hidden requirements;Discrepancy between high degree of innovation and need for formal acceptance of (potentially wrong / incomplete / unknown) requirements;Underspecified requirements that are too abstract and allow for various interpretations;Insufficient support by project lead;NotAnswered;NotAnswered;NotAnswered;NotAnswered;NotAnswered;Missing req. usually means missing tests, which means poor quality.;Makes estimation more difficult and uncertain.;Poorly documented features, that are missing tests;Makes both estimation and test specification difficult and error prone.;combined with the above makes for more time spent investigating instead of actually implementing.;NotAnswered;NotAnswered
1767;English;United Kingdom;7;Finance;NotAnswered;Business information systems;NotAnswered;not quoted;quoted;quoted;not quoted;quoted;quoted;not quoted;quoted;not quoted;NotAnswered;No;Developer;NotAnswered;4.5;No;In-house development;NotAnswered;Hybrid;Good;NotShown;NotShown;not quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;Business Analyst;NotAnswered;We document high-level requirements at beginning of the project and refine them to detailed requirements when needed (for instance, we document epics and refine them to user stories for the sprints).;NotAnswered;quoted;not quoted;not quoted;not quoted;quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;quoted;not quoted;quoted;not quoted;NotAnswered;quoted;not quoted;quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;NotAnswered;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;quoted;quoted;not quoted;NotAnswered;NotShown;NotShown;Quantified textual requirement;NotShown;NotShown;NotShown;Quantified textual requirement;Quantified textual requirement;NotShown;not quoted;not quoted;not quoted;quoted;quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;We update our product backlog.;NotAnswered;Neither dissatisfied nor satisfied;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;Does rather not apply;Does rather not apply;Does rather not apply;Neutral;Neutral;Does rather not apply;Rather applies;Neutral;Neutral;Rather applies;Rather applies;Neutral;Neutral;Does rather not apply;Neutral;Rather applies;Rather applies;Rather applies;Neutral;Does rather not apply;Incomplete or hidden requirements;Moving targets (changing goals, business processes and / or requirements);Technically unfeasible requirements;Underspecified requirements that are too abstract and allow for various interpretations;Time boxing / Not enough time in general;Customer assumes the requirement is implicit ;Customer is not fully aware of what they want neither is project team;NotAnswered;NotAnswered;NotAnswered;NotAnswered;NotAnswered;NotAnswered;NotAnswered;NotAnswered;NotAnswered;NotAnswered
1791;English;Ireland;20;Insurance;NotAnswered;Business information systems;NotAnswered;not quoted;quoted;quoted;not quoted;quoted;not quoted;not quoted;quoted;not quoted;NotAnswered;No;Requirements Engineer;NotAnswered;7;Scrum Master;In-house development;NotAnswered;Plan-driven;neutral;NotShown;NotShown;quoted;not quoted;not quoted;NotAnswered;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;Requirements Engineer;NotAnswered;We document detailed requirements at the beginning of the project.;NotAnswered;quoted;quoted;not quoted;not quoted;quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;quoted;quoted;not quoted;quoted;quoted;not quoted;not quoted;quoted;not quoted;not quoted;NotAnswered;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;quoted;not quoted;not quoted;NotAnswered;quoted;not quoted;quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;a;NotShown;a;NotShown;a;NotShown;NotShown;NotShown;NotShown;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;NotAnswered;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;We work with change requests and continuously update our requirements specification accordingly also after formally accepted.;NotAnswered;Dissatisfied;as;as;as;NotShown;NotShown;NotShown;Neutral;Neutral;Neutral;Neutral;Rather applies;Rather applies;Rather applies;Neutral;0;Neutral;Rather applies;Neutral;Neutral;Rather applies;Neutral;Neutral;Neutral;Rather applies;Neutral;Neutral;Incomplete or hidden requirements;Weak relationship between customer and project lead;Weak access to customer needs and / or (internal) business information;Weak knowledge about customer's application domain;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;as;as;df;df;as;asdf;sdf;df;sdf;sdf;sdf;NotAnswered
1804;English;United Kingdom;3;Games engineering;NotAnswered;Hybrid of both software-intensive embedded systems and business information systems;NotAnswered;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;NotAnswered;Yes;Architect;NotAnswered;9;NO;In-house development;NotAnswered;Plan-driven;0;NotShown;NotAnswered;quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;Architect;NotAnswered;We document detailed requirements at the beginning of the project.;NotAnswered;quoted;not quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;quoted;quoted;not quoted;NotAnswered;quoted;not quoted;quoted;not quoted;not quoted;quoted;quoted;quoted;not quoted;not quoted;quoted;quoted;not quoted;not quoted;NotAnswered;quoted;quoted;not quoted;quoted;not quoted;not quoted;not quoted;quoted;not quoted;NotAnswered;Guidelines;Guidelines;NotShown;Diagrams;NotShown;NotShown;NotShown;Diagrams;NotShown;not quoted;quoted;not quoted;quoted;quoted;not quoted;not quoted;NotAnswered;quoted;quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;We work with change requests and continuously update our requirements specification accordingly also after formally accepted.;NotAnswered;Neither dissatisfied nor satisfied;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;Neutral;Neutral;Neutral;Strongly applies;Rather applies;Neutral;Rather applies;Neutral;Neutral;Rather applies;Rather applies;Neutral;Neutral;Neutral;Rather applies;Rather applies;Rather applies;Neutral;Rather applies;Rather applies;Time boxing / Not enough time in general;Incomplete or hidden requirements;Inconsistent requirements;Missing traceability;Weak knowledge about customer's application domain;Not enoughTeam Collaboration;Hardware Specification and External Suppliers;Incompatibility between hardware and software data;Lack of Tools ;Lack of Communication between customer and Developers or Architects;Project delayed;Rework;Rework;"No track of information; Loss of information";Project failure;Lack of experience and not enough funding to bring in experienced staff.;Using Waterfall process and trying to adopt an Agile method.
1805;English;Sweden;4;Energy;NotAnswered;Hybrid of both software-intensive embedded systems and business information systems;NotAnswered;not quoted;not quoted;quoted;not quoted;quoted;not quoted;not quoted;quoted;not quoted;NotAnswered;Yes;Developer;NotAnswered;29;No;Main contractor (main responsible for the development project);NotAnswered;Hybrid;Good;NotShown;NotShown;quoted;not quoted;not quoted;NotAnswered;quoted;not quoted;not quoted;quoted;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;Developer;NotAnswered;We document high-level requirements at beginning of the project and refine them to detailed requirements when needed (for instance, we document epics and refine them to user stories for the sprints).;NotAnswered;quoted;not quoted;quoted;not quoted;quoted;not quoted;NotAnswered;quoted;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;quoted;quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;quoted;not quoted;NotAnswered;NotShown;NotShown;NotShown;NotShown;using non-quantified textual requirements;NotShown;NotShown;prototypes / screen shots;NotShown;not quoted;quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;We work with change requests, but do not further update our requirements specification once formally accepted.;NotAnswered;Neither dissatisfied nor satisfied;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;Does rather not apply;Strongly applies;Rather applies;Strongly applies;Strongly applies;Strongly applies;Neutral;Strongly applies;Rather applies;Strongly applies;Rather applies;Neutral;Rather applies;Neutral;Neutral;Neutral;Neutral;Rather applies;Rather applies;Does rather not apply;Moving targets (changing goals, business processes and / or requirements);Communication flaws between the project and the customer;Weak knowledge about customer's application domain;Inconsistent requirements;Incomplete or hidden requirements;Customer not clear about what they want until they see the result;Customer not used to formalize requirements;The domain is very difficult;Customer not used to formalize requirements;Customer not used to formalize requirements;frustration;estimates are wrong;difficult to analyze customer's requirements;problems to develop a consistent application;Delaying releases;No;No
1810;English;Canada;80;e-Government;NotAnswered;Business information systems;NotAnswered;not quoted;not quoted;quoted;not quoted;not quoted;quoted;not quoted;quoted;not quoted;NotAnswered;Yes;Architect;NotAnswered;15;No;Main contractor (main responsible for the development project);NotAnswered;Rather agile;Good;NotShown;NotShown;quoted;not quoted;not quoted;NotAnswered;quoted;not quoted;not quoted;quoted;not quoted;not quoted;quoted;not quoted;quoted;not quoted;not quoted;NotAnswered;Product Manager;NotAnswered;We document high-level requirements at beginning of the project and refine them to detailed requirements when needed (for instance, we document epics and refine them to user stories for the sprints).;NotAnswered;quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;quoted;quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;quoted;quoted;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;quoted;quoted;not quoted;NotAnswered;NotShown;NotShown;Tables of rough expectations;NotShown;NotShown;NotShown;A standard checklist;Group review of UI mockups;NotShown;not quoted;quoted;not quoted;not quoted;quoted;not quoted;not quoted;NotAnswered;quoted;not quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;We update our product backlog.;NotAnswered;Neither dissatisfied nor satisfied;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;Rather applies;Neutral;Neutral;Rather applies;Does rather not apply;Neutral;Rather applies;Does rather not apply;Rather applies;Does rather not apply;Neutral;Rather applies;Neutral;Rather applies;Neutral;Neutral;Does not apply at all;Does rather not apply;Does not apply at all;Does rather not apply;Communication flaws within the project team;Weak access to customer needs and / or (internal) business information;Incomplete or hidden requirements;Inconsistent requirements;Terminological problems;Different personalities with different skill levels;Inability for technical experts to talk directly with customers;People left the company, causing loss of historical knowledge.;Trying to address multiple markets with one solution;Different backgrounds for different team members;"Team frustration; slips in schedule";"Constant feeling of uncertainty; risk of customer getting confused";Unexpected delays in schedule;Arbitrarily choosing one solution, hoping its the best one.;Heated debate between team members;Junior developers misunderstanding requirements, and therefore building the wrong thing.;Constant conflict in prioritization of requirements coming from customers (e.g, new features) versus requirements from engineering teams (e.g. rewriting/refactoring to make system better)
1812;English;United Kingdom;6;Enterprise resource planning;NotAnswered;Business information systems;NotAnswered;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;No;Project Lead / Project Manager;NotAnswered;20;No;Main contractor (main responsible for the development project);NotAnswered;Hybrid;Good;NotShown;NotShown;quoted;not quoted;not quoted;NotAnswered;quoted;not quoted;not quoted;quoted;quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;NotAnswered;Business Analyst;NotAnswered;We document high-level requirements at beginning of the project and refine them to detailed requirements when needed (for instance, we document epics and refine them to user stories for the sprints).;NotAnswered;quoted;quoted;quoted;quoted;quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;quoted;quoted;quoted;quoted;quoted;quoted;not quoted;not quoted;quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;NotAnswered;NotShown;NotShown;quantified textual requirements;NotShown;NotShown;NotShown;non-quantified textual requirement;NotShown;NotShown;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;We work with change requests, but do not further update our requirements specification once formally accepted.;NotAnswered;Satisfied;NotShown;NotShown;NotShown;The requirements are captured early and are considered flexible thus changeable except where it is agreed to be a major change - appraoch works well;Good customer relations;We changed our process to allow small changes but charge for big changes.;Rather applies;Rather applies;Does rather not apply;Rather applies;Neutral;Does rather not apply;Neutral;Does not apply at all;Does rather not apply;Does rather not apply;Does rather not apply;Rather applies;Does rather not apply;Neutral;Rather applies;Does rather not apply;Neutral;Rather applies;Rather applies;Rather applies;Incomplete or hidden requirements;Unclear / unmeasurable non-functional requirements;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Weak access to customer needs and / or (internal) business information;Time boxing / Not enough time in general;users do not realise their needs until later;not specified well;differences of opinion on what is importatn among customers;hard to contact customer;customer wants everthing right now - problem with scoping;argument over cost later;argument over what is delivered and what was expected;delay and rework;delay and rework;reduced customer satisfaction;problems with agreeing scope;no
1820;Português;Portugal;150;Other (please specify);Banking;Hybrid of both software-intensive embedded systems and business information systems;NotAnswered;quoted;quoted;quoted;not quoted;quoted;quoted;quoted;quoted;not quoted;NotAnswered;Yes;Developer;NotAnswered;1;Java Certification;Sub-contractor (responsible for part of a larger development project);NotAnswered;Plan-driven;neutral;NotShown;NotShown;not quoted;quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;Business Analyst;NotAnswered;We document high-level requirements at beginning of the project and refine them to detailed requirements when needed (for instance, we document epics and refine them to user stories for the sprints).;NotAnswered;quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;quoted;quoted;quoted;not quoted;quoted;quoted;quoted;quoted;not quoted;NotAnswered;Text;Text;Text;NotShown;Text;Text;Text;Text;NotShown;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;We work with change requests and continuously update our requirements specification accordingly also after formally accepted.;NotAnswered;Satisfied;NotShown;NotShown;NotShown;The only downside is the amount of bureaucracy;Easy analysis, rapid implementation and retrieval of information;NotApplicable;Neutral;Rather applies;Neutral;Does rather not apply;Neutral;Neutral;Does rather not apply;Rather applies;Strongly applies;Strongly applies;Rather applies;Neutral;Rather applies;Neutral;Does rather not apply;Strongly applies;Strongly applies;Strongly applies;Rather applies;Rather applies;Missing traceability;Technically unfeasible requirements;Communication flaws within the project team;Moving targets (changing goals, business processes and / or requirements);Insufficient support by customer;Weak processes and usage of tools;poor specification;Little empathy in the team;mismanagement;Communication failure;Difficulty in recovering from failures;More implementation costs;Extra hours;mismanagement;The connection is badly made;NotAnswered;No
1828;English;Portugal;2;Avionics;NotAnswered;Hybrid of both software-intensive embedded systems and business information systems;NotAnswered;not quoted;not quoted;quoted;not quoted;quoted;not quoted;quoted;not quoted;not quoted;NotAnswered;No;Project Lead / Project Manager;NotAnswered;10;No;Main contractor (main responsible for the development project);NotAnswered;Hybrid;0;NotShown;NotAnswered;quoted;not quoted;not quoted;NotAnswered;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;Customer;NotAnswered;We document high-level requirements at beginning of the project and refine them to detailed requirements when needed (for instance, we document epics and refine them to user stories for the sprints).;NotAnswered;quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;quoted;not quoted;NotAnswered;quoted;not quoted;quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;quoted;not quoted;quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;We work with change requests and continuously update our requirements specification accordingly also after formally accepted.;NotAnswered;Neither dissatisfied nor satisfied;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;Neutral;Rather applies;Rather applies;Rather applies;Neutral;Rather applies;Does rather not apply;Rather applies;Neutral;Does rather not apply;Does rather not apply;0;Rather applies;Neutral;Does rather not apply;Neutral;Rather applies;Rather applies;Neutral;Neutral;Inconsistent requirements;Incomplete or hidden requirements;Weak access to customer needs and / or (internal) business information;Communication flaws between the project and the customer;Underspecified requirements that are too abstract and allow for various interpretations;multiple responsibles for the writing of requirements;lack of technical knowlede when writing the requirements;Communication flaws between the project and the customer;difficult access from the customer side;"multiple responsibles for the writing of requirements; lack of technical knowlede when writing the requirements";wrong product design when creating solutions;wrong product design when creating solutions;difficulty in clarification of requirements;"delays in work; difficulty in clarification of requirements";wrong product design when creating solutions;NotAnswered;NotAnswered
1831;Português;Portugal;10;Telecommunication;NotAnswered;Business information systems;NotAnswered;not quoted;quoted;quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;I don't know;Developer;NotAnswered;2;Degree in Computer Science;Main contractor (main responsible for the development project);NotAnswered;Hybrid;Good;NotShown;NotShown;quoted;quoted;not quoted;NotAnswered;not quoted;quoted;not quoted;quoted;not quoted;quoted;quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;Project Lead / Project Manager;NotAnswered;We document high-level requirements at beginning of the project and refine them to detailed requirements when needed (for instance, we document epics and refine them to user stories for the sprints).;NotAnswered;quoted;quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;quoted;quoted;quoted;quoted;not quoted;NotAnswered;not quoted;quoted;not quoted;not quoted;quoted;not quoted;not quoted;quoted;not quoted;quoted;quoted;quoted;quoted;not quoted;NotAnswered;not quoted;quoted;quoted;not quoted;quoted;not quoted;quoted;quoted;not quoted;NotAnswered;NotShown;tests and measurable textual requirements;load testing, diagrams, measurable textual requirements;NotShown;measurable textual requirements;NotShown;measurable textual requirements;usability testing and non measurable textual requirements;NotShown;quoted;not quoted;not quoted;quoted;quoted;not quoted;not quoted;NotAnswered;not quoted;quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;We work with change requests and continuously update our requirements specification accordingly also after formally accepted.;NotAnswered;Neither dissatisfied nor satisfied;NotShown;NotShown;NotShown;NotShown;NotShown;NotShown;Does rather not apply;Rather applies;Neutral;Does rather not apply;Does not apply at all;Does rather not apply;Neutral;Neutral;Neutral;Does rather not apply;Does rather not apply;Does rather not apply;Does not apply at all;Does not apply at all;Does rather not apply;Does rather not apply;Neutral;Neutral;Neutral;Neutral;Communication flaws between the project and the customer;Underspecified requirements that are too abstract and allow for various interpretations;Please make a selection;Please make a selection;Please make a selection;Sometimes clients say they did not receive the report when we have evidence that they have received it...;Lack of knowledge or specificity;NotShown;NotShown;NotShown;Not knowing for sure what the customer wants as a requirement.;It's hard to pin-point a requirement when several people have different interpretations of the same.;NotShown;NotShown;NotShown;No;No
1840;English;Sweden;20;Finance;NotAnswered;Hybrid of both software-intensive embedded systems and business information systems;NotAnswered;quoted;quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;No;Architect;NotAnswered;18;Certified architect from Dataföreningen in Sweden;In-house development;NotAnswered;Rather agile;Good;NotShown;NotShown;quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;Regulations from EU;Customer;NotAnswered;We document high-level requirements at beginning of the project and refine them to detailed requirements when needed (for instance, we document epics and refine them to user stories for the sprints).;NotAnswered;quoted;quoted;not quoted;not quoted;quoted;not quoted;NotAnswered;quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;not quoted;NotAnswered;not quoted;not quoted;not quoted;not quoted;quoted;not quoted;quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;not quoted;NotAnswered;not quoted;quoted;not quoted;not quoted;quoted;not quoted;quoted;not quoted;not quoted;NotAnswered;NotShown;non-quantified textual requirements;NotShown;NotShown;non-quantified textual requirements;NotShown;non-quantified textual requirements;NotShown;NotShown;quoted;not quoted;not quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;quoted;quoted;quoted;not quoted;not quoted;not quoted;NotAnswered;We update our product backlog.;NotAnswered;Dissatisfied;The interpretation of the legal requirements are changing and also the customer are changing so setting the scope and requirements are right now almost impossible. ;We do not know what to design and implement, it is not possible to build a totally agile and flexible architecture. ;A better focus and cooperation between the different project members and take decisions on the interpretation that is done on the regulation. To make sure all see this in the same way independent on the role in the project. There are i big fear in taking decisions and doing something wrong, I want us to take a decision and if it is the wrong one after 6 month then we change but now we are all over the place;NotShown;NotShown;NotShown;Strongly applies;Strongly applies;Strongly applies;Rather applies;Does rather not apply;Rather applies;Rather applies;Rather applies;Does rather not apply;Strongly applies;Neutral;Does rather not apply;Does rather not apply;Does rather not apply;Rather applies;Neutral;Does rather not apply;Does rather not apply;Does rather not apply;Neutral;Communication flaws within the project team;Moving targets (changing goals, business processes and / or requirements);Time boxing / Not enough time in general;Communication flaws between the project and the customer;Incomplete or hidden requirements;"several team members do not work full time and do not have to spend time on communication; understanding of different skills ";The regulations is changing and intrepreted differently depending on who is reading it;Time is critical for the go live;same as the first;more related to not all are aware of the requirements, lack of communication;we are not focus on the same thing, waste of time;waste of time which is bad due to it is time critical;The outcome will be of bad quality and this will go to maintenance and cost alot;same as the first;same as the first;NotAnswered;It can sometimes we very diffuse what work the requirements analyst are doing vs architects. In some companies I worked in the architect is the requirements person. 
